restaurant_name,restaurant_url,neighborhood,address,coordinates,lat,long,cuisine_type,service_style,meal_focus,description,vegan,gluten_free,dairy_free
Farm Burger,https://farmburgermemphis.com/,Midtown,"1350 Concourse Ave #175, Memphis, TN 38104",Point(-90.01330738 35.15214742),35.15214742,-90.01330738,"American , Burgers",Casual Dining,"Lunch, Dinner","Farm Burger focuses on serving high-quality, locally-sourced, and sustainably raised food. Their menu features a variety of burgers, including plant-based and vegan options, as well as classic hamburgers, sides, and shakes made from fresh, sustainable ingredients. Guests can enjoy gluten-free bun options and soy-free choices, making it easy to customize any burger or hamburger to fit a range of dietary needs.",1,1,1
Fluffy Vegan,https://www.facebook.com/iamthefluffyvegan/,Midtown,"7940 Fischer Steel Rd, Cordova, TN 38018",Point(-89.79823066 35.14749955),35.14749955,-89.79823066,"Vegan , Comfort",Casual Dining,"Breakfast, Lunch","Fluffy Vegan specializes in vegan comfort foods with a Southern twist, including pancakes, sandwiches, and desserts. The menu is entirely plant-based with gluten-free options available, ideal for casual dining with a vegan focus.",1,1,1
French Truck Coffee,http://www.frenchtruckcoffee.com/,Downtown Memphis,"732 Madison Ave APT 101, Memphis, TN 38103",Point(-90.03633043 35.14115651),35.14115651,-90.03633043,"Café , Coffeehouse","Casual , Café","Snack, Lunch","French Truck Coffee offers bright, cheerful spaces and a dedication to freshly roasted, high-quality coffee. Their minimalist but inviting café serves pastries and light bites, with options often including vegetarian and vegan-friendly treats. They also offer some gluten-free options including gluten-free bread for sandwiches, making it a great place to get lunch if you are gluten-free. It’s a favorite stop for coffee lovers seeking a cozy place to relax or work, and the locally roasted beans bring a fresh, distinctive flavor to every cup.",1,1,1
French Truck Coffee,http://www.frenchtruckcoffee.com/,Midtown,"1350 Concourse Ave #167, Memphis, TN 38104",Point(-90.01307018 35.15199303),35.15199303,-90.01307018,"Café , Coffeehouse","Casual , Café","Snack, Lunch","French Truck Coffee offers bright, cheerful spaces and a dedication to freshly roasted, high-quality coffee. Their minimalist but inviting café serves pastries and light bites, with options often including vegetarian and vegan-friendly treats. They also offer some gluten-free options including gluten-free bread for sandwiches, making it a great place to get lunch if you are gluten-free. It’s a favorite stop for coffee lovers seeking a cozy place to relax or work, and the locally roasted beans bring a fresh, distinctive flavor to every cup.",1,1,1
French Truck Coffee,http://www.frenchtruckcoffee.com/,University District,"395 S Highland St Suite 126, Memphis, TN 38111",Point(-89.9458024 35.12048447),35.12048447,-89.9458024,"Café , Coffeehouse","Casual , Café","Snack, Lunch","French Truck Coffee offers bright, cheerful spaces and a dedication to freshly roasted, high-quality coffee. Their minimalist but inviting café serves pastries and light bites, with options often including vegetarian and vegan-friendly treats. They also offer some gluten-free options including gluten-free bread for sandwiches, making it a great place to get lunch if you are gluten-free. It’s a favorite stop for coffee lovers seeking a cozy place to relax or work, and the locally roasted beans bring a fresh, distinctive flavor to every cup.",1,1,1
Global Cafe,http://globalcafememphis.com/,Midtown,"1350 Concourse Ave Ste 157, Memphis, TN 38104",Point(-90.01425365 35.15185589),35.15185589,-90.01425365,"Global , Cultural","Casual , Community","Lunch, Dinner","Global Cafe, located in Crosstown Concourse, features a unique concept where immigrant and refugee chefs prepare authentic dishes from their home countries. The diverse menu highlights global flavors and changes regularly, offering clearly-marked gluten-free and vegan options alongside meat dishes. With its community-focused mission and welcoming environment, it’s a vibrant celebration of culinary diversity.",1,1,1
Good Fortune Co,http://goodfortuneco.com/,Midtown,"361 S Main St, Memphis, TN 38103",Point(-90.05769308 35.136699),35.136699,-90.05769308,"Asian , Ramen & Dumplings",Casual Dining,"Lunch, Dinner","Good Fortune Co. focuses on scratch-made ramen and dumplings, drawing inspiration from various Asian cuisines. They have a bright and lively atmosphere and are committed to providing options for various dietary needs, including clearly labeled vegan, vegetarian, and gluten-free dishes. The menu features a nearly even split of vegetarian and vegan options.",1,1,1
Grecian Gourmet Kitchen,http://thegreciangourmet.com/,Bartlett,"2965 N Germantown Pkwy #115, Memphis, TN 38133",Point(-89.79348305 35.20687127),35.20687127,-89.79348305,"Greek , Mediterranean",Casual Dining,"Lunch, Dinner","Grecian Gourmet Kitchen offers comforting, homemade Greek and Mediterranean dishes in a bright, casual setting. Menu favorites include spanakopita, gyros, and fresh Greek salads. The menu is very vegetarian-friendly, with several vegan and gluten-free options as well, making it a great spot for anyone looking to enjoy wholesome Mediterranean flavors with flexible choices.",1,1,1
Hustle and Dough Cafe and Bakery,http://hustleanddoughmemphis.com/,Downtown Memphis,"477 S Main St, Memphis, TN 38103",Point(-90.05910031 35.13442777),35.13442777,-90.05910031,"Bakery , Café","Casual , Bakery","Breakfast, Lunch","Hustle and Dough is a charming bakery and café known for fresh-baked pastries, hearty breakfast dishes, and artisan coffee. Vegan and vegetarian options are plentiful, including plant-based pastries and savory breakfast bowls. They also offer some gluten-free options. Its welcoming atmosphere and locally sourced ingredients make it a favorite morning stop for both locals and visitors looking for quality and comfort.",1,1,1
Imagine Vegan Cafe,http://www.imaginevegancafe.com/,Midtown,"2158 Young Ave, Memphis, TN 38104",Point(-89.99027035 35.11974458),35.11974458,-89.99027035,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","Imagine Vegan Cafe offers a diverse menu of hearty and flavorful plant-based dishes made from scratch, including vegan comfort foods and healthy bowls. They cater to gluten-free and soy-free diets, making it a welcoming spot for all vegan diners.",1,1,1
India Palace,http://www.indiapalacememphis.com/,Midtown,"1720 Poplar Ave, Memphis, TN 38104",Point(-90.0031398 35.14319913),35.14319913,-90.0031398,"Indian , Vegan",Casual Dining,"Lunch, Dinner","India Palace serves traditional Indian vegan dishes such as vegetable curries, lentil dals, and rice specialties. The menu includes numerous gluten-free options and focuses on rich, aromatic spices and fresh ingredients.",1,1,1
Inspire Community Cafe,http://www.inspirecafememphis.com/,Midtown,"510 Tillman St #110, Memphis, TN 38112",Point(-89.96071485 35.14621684),35.14621684,-89.96071485,"Vegan , Contemporary",Casual Dining,"Snack, Lunch","Inspire Community Cafe is a welcoming vegan spot with a variety of healthy, flavorful bowls, wraps, and smoothies. Their menu is gluten-free and soy-free friendly, focusing on organic and plant-based ingredients for community wellness.",1,1,1
Last Vegan On Earth,https://lastveganonearth.com/,Midtown,"Memphis, TN 38104",Point(-89.99866031 35.11972871),35.11972871,-89.99866031,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","Last Vegan On Earth serves innovative vegan cuisine with a focus on fresh, organic ingredients and creative flavors. Their menu is fully plant-based and offers many gluten-free and nut-free options, perfect for health-conscious diners.",1,1,1
LiveYaLife Juices,https://www.liveyalifejuices.com/,Midtown,"670 Germantown Parkway Suite 14, Cordova, TN 38018",Point(-89.7929067 35.1426734),35.1426734,-89.7929067,"Juice Bar , Vegan","Casual , Quick Service","Breakfast, Lunch","LiveYaLife Juices is a vibrant juice bar offering cold-pressed juices, smoothies, and vegan snacks made with organic and raw ingredients. They focus on healthful, allergy-friendly options including gluten-free and soy-free choices.",1,1,1
Loflin Yard,http://www.loflinyard.com/,Downtown Memphis,"7 W Carolina Ave, Memphis, TN 38103",Point(-90.06209121 35.12816866),35.12816866,-90.06209121,"American , Brewpub","Casual , Taproom","Lunch, Dinner","Loflin Yard is a spacious taproom and brewpub featuring a variety of craft beers brewed on-site alongside a food menu of burgers, sandwiches, and shareable appetizers. Vegetarian and vegan options like salads and veggie burgers are available, making it a welcoming spot for both beer enthusiasts and those seeking casual, tasty food in a lively outdoor setting.",1,0,1
LuLu’s,https://shop.luluscafeandbakery.com/,Midtown,"3119 Poplar Ave, Memphis, TN 38111",Point(-89.95797599 35.13121796),35.13121796,-89.95797599,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","LuLu’s is a cozy vegan spot offering a menu of sandwiches, salads, and daily specials that emphasize fresh, local ingredients. Gluten-free and soy-free options are widely available, catering to diverse dietary needs with creative plant-based recipes.",1,1,1
Memphis Toast,https://memphistoast.com/,North Memphis,"954 Jackson Ave, Memphis, TN 38107",Point(-90.02666296 35.15736965),35.15736965,-90.02666296,"Breakfast , Brunch",Casual Dining,"Breakfast, Brunch","Memphis Toast specializes in hearty breakfast and brunch offerings with a Southern twist, featuring items like loaded toast, omelets, and house-made pastries. The menu includes vegetarian and gluten-free choices, with fresh ingredients and generous portions making it a popular morning destination for locals craving comfort food with flair.",0,1,0
MemPops,http://www.mempops.com/,Midtown,"1350 Concourse Ave Suite 133, Memphis, TN 38104",Point(-90.01496257 35.15192363),35.15192363,-90.01496257,"Dessert , Ice Cream","Casual , Quick Service","Snack, Dessert","MemPops is a charming ice cream shop featuring handcrafted popsicles made from fresh, natural ingredients. Vegan and dairy-free options are abundant, with seasonal fruit flavors and creative combinations perfect for cooling off on a hot Memphis day. Many of the options are naturally gluten-free. The colorful, casual setting is family-friendly and perfect for quick, refreshing treats.",1,1,1
Paradise Cafe,http://paradisecafememphis.com/,Downtown Memphis,"6150 Poplar Ave #120, Memphis, TN 38119",Point(-89.85764534 35.10301724),35.10301724,-89.85764534,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","Paradise Cafe serves a variety of vegan dishes inspired by global cuisines, including hearty salads, wraps, and smoothies. They prioritize organic and locally sourced ingredients, with many gluten-free and raw food choices for health-conscious diners.",1,1,1
Raw Girls,https://raw-girls.com/,East Memphis,"Parking, Lot 5502 Poplar Ave, Memphis, TN 38117",Point(-89.87867805 35.10632582),35.10632582,-89.87867805,"Vegan , Raw",Casual Dining,"Lunch, Dinner","Raw Girls specializes in raw vegan cuisine, offering creative dishes made from fresh, uncooked ingredients that maximize nutrients and flavor. Their menu is fully raw, gluten-free, and soy-free, appealing to raw food enthusiasts and health-conscious diners.",1,1,1
Shroomlicious Meals,https://www.facebook.com/ShroomliciousMeals/,Midtown,"472 N Watkins St, Memphis, TN 38104",Point(-90.01264406 35.15139861),35.15139861,-90.01264406,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","Shroomlicious Meals features mushroom-forward vegan dishes, including hearty bowls, sandwiches, and sides. The menu is fully plant-based with gluten-free options, focusing on earthy flavors and nutritious ingredients.",1,1,1
Sizzler Cuisine of India,https://sizzlercuisineofindiatn.com/index.html,Midtown,"581 Old Hickory Blvd k, Jackson, TN 38305",Point(-88.85030326 35.66011059),35.66011059,-88.85030326,"Indian , Vegan",Casual Dining,"Lunch, Dinner","Sizzler Cuisine of India delivers authentic Indian flavors with a variety of vegan-friendly options, including rich curries, lentil dishes, and vegetable-based entrees. The menu also features many gluten-free and soy-free choices, blending traditional spices with healthful, inclusive dining.",1,1,1
Slider Inn,https://www.thesliderinn.com/,Midtown,"363 Mulberry St, Memphis, TN 38103",Point(-90.05707385 35.13620302),35.13620302,-90.05707385,"American , Bar & Grill",Casual Dining,"Lunch, Dinner","Slider Inn is a lively bar and grill known for its signature sliders, wings, and casual comfort food. The menu offers several vegetarian and gluten-free choices, catering to varied tastes. Slider Inn also offers vegan options which includes vegan versions of their wings. Its energetic setting with regular live music makes it a favorite hangout spot for groups and music enthusiasts.",1,1,0
Slider Inn,https://www.thesliderinn.com/,Downtown Memphis,"2117 Peabody Ave, Memphis, TN 38104",Point(-89.99101318 35.13166804),35.13166804,-89.99101318,"American , Bar & Grill",Casual Dining,"Lunch, Dinner","Slider Inn is a lively bar and grill known for its signature sliders, wings, and casual comfort food. The menu offers several vegetarian and gluten-free choices, catering to varied tastes. Slider Inn also offers vegan options which includes vegan versions of their wings. Its energetic setting with regular live music makes it a favorite hangout spot for groups and music enthusiasts.",1,1,0
Smooth Living,https://www.smoothlivingtn.com/,Midtown,"1263 Winchester Rd, Memphis, TN 38116",Point(-90.0216133 35.05377853),35.05377853,-90.0216133,"Vegan , Health-Focused","Casual , Quick Service","Breakfast, Snack","Smooth Living features plant-based smoothies, bowls, and snacks made from fresh, organic ingredients. Their menu caters to vegan, gluten-free, and soy-free diets, perfect for health-conscious and active lifestyles.",1,1,1
Staks Pancake Kitchen,https://www.stakskitchen.com/location-east-memphis,East Memphis,"4615 Poplar Ave #102, Memphis, TN 38117",Point(-89.90884164 35.11589101),35.11589101,-89.90884164,"Breakfast , Brunch",Casual Dining,"Breakfast, Brunch","Staks Pancake Kitchen is a beloved breakfast spot specializing in pancakes, waffles, and Southern-style breakfast classics. The menu includes vegetarian options and some gluten-free choices. Its cozy atmosphere and generous portions make it a popular destination for morning meals and brunch with family or friends.",0,1,0
Stick ’Em,http://stickemfood.com/,Midtown,"1788 Madison Ave, Memphis, TN 38104",Point(-90.00159882 35.13802328),35.13802328,-90.00159882,"Vegan , Contemporary",Casual Dining,"Lunch, Dinner","Stick ’Em offers creative vegan skewers and small plates with bold flavors and a variety of seasonal vegetables and plant-based proteins. The menu is gluten-free friendly and perfect for casual, shareable meals.",1,1,1
Sun of a Vegan,http://www.sunofavegan.com/,Midtown,"6075 Winchester Rd, Memphis, TN 38115",Point(-89.86105772 35.04821231),35.04821231,-89.86105772,"Vegan , Comfort",Casual Dining,"Lunch, Dinner","Sun of a Vegan offers a broad menu of vegan comfort foods like burgers, sandwiches, and sides, all made with wholesome ingredients. Many gluten-free options are available, ideal for casual, satisfying dining.",1,1,1
Sunrise Memphis,https://www.sunrise901.com/,East Memphis,"5469 Poplar Ave, Memphis, TN 38119",Point(-89.87966093 35.10605152),35.10605152,-89.87966093,"American , Contemporary","Casual , Upscale","Breakfast, Brunch, Lunch","Sunrise Memphis serves Southern-inspired breakfast, brunch, and lunch featuring biscuits, breakfast sandwiches, omelets, breakfast bowls, salads, wraps, and sandwiches. Signature dishes include the King Biscuit with fried chicken and sausage gravy, the Dirty South with fried green tomatoes, and house-made specialties like pimento cheese and cinnamon rolls. Gluten-free diners can substitute Udi’s bread for biscuits or toast, while vegan options include the tofu scramble “Breakfast of Champions,” Queen’s Oatmeal, Vegan Banh Mi, and customizable dishes like avocado toast and hashbrowns.",1,1,1
Sunrise Memphis,https://www.sunrise901.com/,Downtown,"670 Jefferson Ave, Memphis, TN 38105",Point(-90.03816655 35.14387733),35.14387733,-90.03816655,"American , Contemporary","Casual , Upscale","Breakfast, Brunch, Lunch","Sunrise Memphis serves Southern-inspired breakfast, brunch, and lunch featuring biscuits, breakfast sandwiches, omelets, breakfast bowls, salads, wraps, and sandwiches. Signature dishes include the King Biscuit with fried chicken and sausage gravy, the Dirty South with fried green tomatoes, and house-made specialties like pimento cheese and cinnamon rolls. Gluten-free diners can substitute Udi’s bread for biscuits or toast, while vegan options include the tofu scramble “Breakfast of Champions,” Queen’s Oatmeal, Vegan Banh Mi, and customizable dishes like avocado toast and hashbrowns.",1,1,1
Swanky’s Taco Shop,http://swankystacoshop.com/menu,East Memphis,"4770 Poplar Ave #102, Memphis, TN 38117",Point(-89.90307787 35.115511),35.115511,-89.90307787,"Mexican , Fast-Casual",Casual Dining,"Lunch, Dinner","Swanky’s Taco Shop offers a fun and casual Mexican dining experience with a menu of tacos, burritos, and other traditional dishes. Vegetarian, vegan, and gluten-free options are plentiful, including fresh salsas and house-made tortillas. The lively atmosphere and bold flavors make it a popular spot for quick, flavorful meals.",1,1,1
Tamboli's Pizza and Pasta,http://tambolis.com/,Midtown,"1761 Madison Ave, Memphis, TN 38104",Point(-90.00268784 35.1378568),35.1378568,-90.00268784,"Italian , Pizza & Pasta",Casual Dining,"Lunch, Dinner","Tamboli’s Pizza and Pasta serves vegan and gluten-free pizzas and pasta dishes featuring fresh, plant-based ingredients and classic Italian flavors. They cater to gluten-free diets with customizable options.",1,1,1
The Crazy Noodle,https://www.facebook.com/CrazyNoodle901,Midtown,"2015 Madison Ave, Memphis, TN 38104",Point(-89.9942397 35.1368347),35.1368347,-89.9942397,"Asian , Vegan",Casual Dining,"Lunch, Dinner","The Crazy Noodle offers a wide selection of vegan Asian-inspired dishes, including noodle bowls, stir-fries, and dumplings. Many dishes can be made gluten-free and soy-free on request, emphasizing fresh and bold flavors.",1,1,1
Trap Fusion,https://trapfusion.com/,Cordova,"670 N Germantown Pkwy #14, Cordova, TN 38018",Point(-89.79294273 35.142776),35.142776,-89.79294273,"Vegan , Southern Fusion, Soul Food",Casual Dining,"Lunch, Dinner","Trap Fusion blends Southern soul food with Cajun and Caribbean flavors, offering bold dishes like Jerk Chicken Alfredo, Caribbean Oxtails, Trap Wings, and Fish and Grits. Signature creations such as Gang Bang Skrimpz and Jerk Chicken Pasta highlight the fusion style, while classic comfort dishes anchor the menu. For dietary needs, Trap Fusion provides vegan, gluten-free, and dairy-free options, including a vegan sweet potato pie and BBQ jackfruit sandwich, making it a flavorful destination for all types of diners.",1,1,1
Trap Fusion,https://trapfusion.com/,Whitehaven,"4637 Boeingshire Dr, Memphis, TN 38116",Point(-89.9974832 35.02209148),35.02209148,-89.9974832,"Vegan , Southern Fusion , Soul Food",Casual Dining,"Lunch, Dinner","Trap Fusion blends Southern soul food with Cajun and Caribbean flavors, offering bold dishes like Jerk Chicken Alfredo, Caribbean Oxtails, Trap Wings, and Fish and Grits. Signature creations such as Gang Bang Skrimpz and Jerk Chicken Pasta highlight the fusion style, while classic comfort dishes anchor the menu. For dietary needs, Trap Fusion provides vegan, gluten-free, and dairy-free options, including a vegan sweet potato pie and BBQ jackfruit sandwich, making it a flavorful destination for all types of diners.",1,1,1
Uncle Goyo’s Mexican Restaurant,https://www.facebook.com/p/Uncle-Goyos-Mexican-Restaurant-100075933386301/,Germantown,"1730 S Germantown Rd, Germantown, TN 38138",Point(-89.80408124 35.10172662),35.10172662,-89.80408124,"Mexican , Casual",Casual Dining,"Lunch, Dinner","Uncle Goyo’s Mexican Restaurant serves authentic Mexican dishes with bold flavors and fresh ingredients. The menu includes vegetarian and gluten-free options such as veggie tacos and gluten-free corn tortillas. Known for its warm hospitality and vibrant décor, it’s a great choice for casual Mexican dining in Memphis.",0,1,0
Plant Based Heat Memphis,http://www.plantbasedheat.com/,Midtown,"669 S Highland St, Memphis, TN 38111",Point(-89.9459775 35.1134037),35.1134037,-89.9459775,"Vegan , Southern, Soul Food",Casual Dining,"Lunch, Dinner","Plant Based Heat in Memphis specializes in vegan comfort and Southern-inspired food, reimagining classic dishes with plant-based ingredients. Signature items include smoked Beyond Meat burgers, jackfruit barbecue sandwiches, cauliflower or oyster mushroom “vings,” and creamy vegan mac and cheese. The menu also features BBQ Jackfruit Nachos, a Pecan Meat Philly, and indulgent treats like vegan funnel cakes and strawberry cake. With extensive gluten-free options, including buns, flour, and a gluten-free chicken sandwich, Plant Based Heat offers inclusive, flavorful dining for vegan and gluten-free guests alike.",1,1,1
What the Health Food Truck,https://www.whatthehealthfoodtruck.com/,Cordova,"7040 Fischer Steel Rd, Cordova, TN 38018",Point(-89.80438057 35.14737317),35.14737317,-89.80438057,"Vegan , Street Food","Food Truck , Quick Service","Lunch, Snack","What the Health Food Truck brings delicious vegan street food to Memphis, featuring wraps, bowls, and snacks made from wholesome, organic ingredients. They accommodate gluten-free and soy-free diets, perfect for quick, healthy meals on the go.",1,1,1
Wild Beet Salad,https://www.wildbeetsalads.com/,Midtown,"8176 Old Dexter Rd, Memphis, TN 38016",Point(-89.79014963 35.17256592),35.17256592,-89.79014963,"Vegan , Salad Bar","Casual , Quick Service","Lunch, Dinner","Wild Beet Salad offers fresh, vibrant vegan salads and bowls packed with seasonal vegetables and house-made dressings. Their menu caters to gluten-free and raw diets, making it a popular spot for nutritious, plant-based meals.",1,1,1
Jacques Louise Gluten Free Bakery and Coffee Shop,https://jacqueslouisebakery.com/,Midtown,"2094 Trimble Pl, Memphis, TN 38104",Point(-89.99157176 35.13656302),35.13656302,-89.99157176,"Bakery , Coffeehouse","Casual , Bakery","Snack, Dessert","Jacques Louise Bakery in Memphis is a 100% gluten-free bakery and espresso bar, founded by Savannah Kenney to create inclusive meals for everyone. The welcoming, airy space is perfect for enjoying coffee, sweet treats, or savory bites while celebrating community. Their menu features a wide range of gluten-free options, including cakes, cookies, pies, breads, and dairy- or soy-free or vegan choices, all made with high-quality, locally sourced ingredients. Here, no one has to feel left out at the table.",1,1,1
Sweet Musings Bakery and Cafe,http://www.sweetmusingscordova.com/,Cordova,"1890 N Germantown Pkwy suite 99, Cordova, TN 38016",Point(-89.7922278 35.17717082),35.17717082,-89.7922278,"Bakery , Café","Casual , Bakery","Snack, Dessert","Sweet Musings Bakery & Cafe is a charming spot for gluten-free, vegan, and dairy-free diners seeking delicious desserts. Their dedicated gluten-free kitchen crafts breads, cakes, pastries, and sweet treats that everyone can enjoy. Vegan and dairy-free options ensure no one misses out, and plant- and fruit-based colors add vibrant, natural flair. With a cozy, inviting atmosphere and friendly staff, it’s the perfect destination for dessert lovers looking for safe, flavorful, and inclusive indulgence.",1,1,1
Smallcakes,http://www.smallcakescollierville.com/,Collierville,"2150 W Poplar Ave Suite 107, Collierville, TN 38017",Point(-89.73472636 35.05337454),35.05337454,-89.73472636,"Bakery , Cupcakery","Casual , Bakery","Snack, Dessert","Smallcakes offers a delightful selection of cupcakes and desserts in a welcoming, vibrant setting. While they provide gluten-free, dairy-free, and nut-free options, it's important to note that their kitchen is not certified allergen-free, and cross-contamination may occur. Popular flavors include chocolate and vanilla, with seasonal specials like Birthday Cake and Lemon. Whether you're celebrating or simply indulging, Smallcakes provides a sweet escape with a variety of treats to satisfy diverse dietary preferences.",0,1,1
Local Lime,https://www.locallimetaco.com/,Germantown,"7605 W Farmington Blvd, Germantown, TN 38138",Point(-89.80954882218518 35.09508686953308),35.09508687,-89.80954882,"Latin American, Tex-Mex, Cali-Mex Fusion","Casual Dining, Sit-Down with Full Bar","Lunch, Dinner","Local Lime in Germantown, TN blends Latin American flavors with Tex-Mex and Cali-Mex influences, serving scratch-made dishes with fresh, locally sourced ingredients. Starters include queso blanco, guacamole, and salsa flights, while tacos feature options like birria, fried chicken, shrimp curry, and ahi tuna. Entrées range from salmon Veracruz to fajitas and bowls. Gluten-free guests enjoy fajitas, tacos, bowls, and GF tortillas, while vegans find creative dishes like Verde Veggie and coconut “fish” tacos. Handcrafted margaritas and cocktails complete the vibrant experience.",1,1,1